teleport name is AB, map is 529, coordinates are 1054.94 1055.23 -48.2358, orientation is 0.313367.
teleport name is DireMaulEast, map is 1, coordinates are -3980.8 789.005 161.007, orientation is 4.71945.
teleport name is DireMaulNorth, map is 1, coordinates are -3521.29 1085.2 161.097, orientation is 4.7281.
teleport name is DireMaulWest, map is 1, coordinates are -3828.01 1250.22 160.226, orientation is 3.20835.
teleport name is Dmeast, map is 429, coordinates are -201.11 -328.66 -2.72386, orientation is 5.22313.
teleport name is Dmnorth, map is 429, coordinates are 255.249 -16.0561 -2.58737, orientation is 4.7.
teleport name is Dmwest, map is 429, coordinates are -67.3581 163.341 -3.46468, orientation is 2.13943.
teleport name is Dolanaar, map is 1, coordinates are 9848.37 966.953 1306.38, orientation is 3.77457.
teleport name is Dracodar, map is 0, coordinates are -8187.12 -1019.58 145.084, orientation is 3.11439.
teleport name is Draenethystmine, map is 530, coordinates are 1413.82 6539.05 3.65071, orientation is 3.14981.
teleport name is DragonmawBaseCamp, map is 530, coordinates are -5105.71 600.108 85.5544, orientation is 5.2386.
teleport name is DragonmawFortress, map is 530, coordinates are -4193.21 380.221 118.023, orientation is 3.5046.
teleport name is DragonmawGates, map is 0, coordinates are -3453.27 -3655.72 58.0513, orientation is 4.29267.
teleport name is DragonsEnd, map is 530, coordinates are 2672.5 5852.8 -15.4945, orientation is 1.64421.
teleport name is DreadmaulHold, map is 0, coordinates are -10895 -2933.24 12.8408, orientation is 6.26628.
teleport name is DreadmaulPost, map is 0, coordinates are -11517.4 -2851.64 6.78542, orientation is 4.15663.
teleport name is DreadmaulRock, map is 0, coordinates are -7734.77 -2609.01 165.137, orientation is 4.22183.
teleport name is DreadmistDen, map is 1, coordinates are 317.4 -2209.99 213.239, orientation is 4.9592.
teleport name is DreadmistPeak, map is 1, coordinates are 327.143 -2253.88 242.753, orientation is 3.93818.
teleport name is DreadmurkShore, map is 1, coordinates are -3141.22 -4220.36 0.570819, orientation is 5.34856.
teleport name is DreamBough, map is 1, coordinates are -2944.13 1891.22 33.9487, orientation is 0.049356.
teleport name is DrygulchRavine, map is 1, coordinates are 916.611 -4810.57 14.8334, orientation is 6.28024.
teleport name is DrywhiskerGorge, map is 0, coordinates are -1003.14 -3841.03 148.832, orientation is 5.54348.
teleport name is DunAlgaz, map is 0, coordinates are -4086.41 -2604.38 44.7943, orientation is 1.58996.
teleport name is DunemaulCompound, map is 1, coordinates are -8491.62 -3036.55 9.25275, orientation is 3.88535.
teleport name is DunGarok, map is 0, coordinates are -1256.99 -1189.47 38.9804, orientation is 3.82979.
teleport name is DunMandarr, map is 1, coordinates are 5719.41 -4504.33 760.87, orientation is 4.73111.
teleport name is DunModr, map is 0, coordinates are -2600.48 -2350.81 82.9572, orientation is 0.914501.
teleport name is DunMorogh, map is 0, coordinates are -5451.55 -656.992 392.675, orientation is 0.66789.
teleport name is DurnholdeKeep, map is 0, coordinates are -483.455 -1426.23 89.1916, orientation is 1.93697.
teleport name is Durotar, map is 1, coordinates are 1007.78 -4446.22 11.2022, orientation is 0.20797.
teleport name is DurotarZeppelin, map is 1, coordinates are 1340.98 -4638.58 53.5445, orientation is 5.0328.
teleport name is DuskwitherGrounds, map is 530, coordinates are 9496.84 -7862.65 16.1435, orientation is 5.20221.
teleport name is DuskwitherSpire, map is 530, coordinates are 9317.38 -7856.4 63.2953, orientation is 5.35693.
teleport name is Duskwood, map is 0, coordinates are -10898.3 -364.784 39.2681, orientation is 3.04614.
teleport name is DustfireValley, map is 0, coordinates are -6440.73 -1987.77 244.718, orientation is 0.464476.
teleport name is DustquillRavine, map is 530, coordinates are -758.534 4401.98 79.563, orientation is 2.88658.
teleport name is DustwallowBay, map is 1, coordinates are -3646.88 -3847.61 4.72729, orientation is 6.08682.
teleport name is DustwallowMarsh, map is 1, coordinates are -4043.65 -2991.32 36.3984, orientation is 3.37443.
teleport name is DustwindCave, map is 1, coordinates are 790.409 -4756.59 38.4724, orientation is 0.283734.
teleport name is DwarvenDistrict, map is 0, coordinates are -8448.88 591.945 93.7917, orientation is 0.293236.
teleport name is EasternPlaguelands, map is 0, coordinates are 2300.97 -4613.36 73.6231, orientation is 0.367722.
teleport name is EasternStrand, map is 0, coordinates are -1011.45 -765.635 5.14928, orientation is 2.23574.
teleport name is EastmoonRuins, map is 1, coordinates are -8794.45 -3396.89 11.7786, orientation is 3.88771.
teleport name is EastSanctum, map is 530, coordinates are 8748.09 -7067.4 37.1027, orientation is 4.29194.
teleport name is EastvaleLoggingCamp, map is 0, coordinates are -9450.82 -1299.92 42.7818, orientation is 5.20197.
teleport name is EastwallGate, map is 0, coordinates are 3194.88 -4038.96 107.991, orientation is 6.27156.
teleport name is EastwallTower, map is 0, coordinates are 2521.67 -4756.54 99.988, orientation is 5.5003.
teleport name is EchoIsles, map is 1, coordinates are -1041.59 -5346.67 0.218679, orientation is 4.0102.
teleport name is EchonokCaver, map is 70, coordinates are -148.859 387.324 -38.5684, orientation is 2.99526.
teleport name is EchoRidgeMine, map is 0, coordinates are -8689.6 -114.525 88.8215, orientation is 5.95046.
teleport name is EclipsePoint, map is 530, coordinates are -4472.37 1671.36 162.888, orientation is 3.88687.
teleport name is EcoDomeFarfield, map is 530, coordinates are 4949.53 3041.26 98.7052, orientation is 5.42963.
teleport name is EcoDomeMidrealm, map is 530, coordinates are 3421.37 2800.02 150.087, orientation is 0.705719.
teleport name is EcoDomeSutheron, map is 530, coordinates are 4469.96 2840.21 140.442, orientation is 1.97331.
teleport name is ElderRise, map is 1, coordinates are -1048.56 -274.104 159.03, orientation is 5.4703.
teleport name is EldrethRow, map is 1, coordinates are -4186.72 1261.28 161.214, orientation is 4.84131.
teleport name is ElementalPlateau, map is 530, coordinates are -748.972 6563.11 171.754, orientation is 2.21497.
teleport name is ElrendarFalls, map is 530, coordinates are 8624.53 -7693.87 158.81, orientation is 2.13052.
teleport name is ElrendarRiver, map is 530, coordinates are 8039.45 -6241.13 16.2526, orientation is 4.89432.
teleport name is ElwynnForest, map is 0, coordinates are -9617.06 -288.949 57.3053, orientation is 4.72687.
teleport name is EmberstrifesDen, map is 1, coordinates are -4998.67 -3837.87 44.2691, orientation is 3.7377.
teleport name is EmeraldSanctuary, map is 1, coordinates are 3986.71 -1293.58 250.144, orientation is 5.74591.
teleport name is EOTS, map is 566, coordinates are 2063.11 1547.38 1162.1, orientation is 1.87623.
teleport name is EthelRethor, map is 1, coordinates are -443.408 2468.83 105.837, orientation is 0.930524.
teleport name is EthereumStagingGrounds, map is 530, coordinates are 4042.33 2326.74 113.447, orientation is 3.1331.
teleport name is Evergrove, map is 530, coordinates are 2976.85 5511.01 144.637, orientation is 3.86042.
teleport name is Everlook, map is 1, coordinates are 6725.69 -4619.44 720.909, orientation is 4.66802.
teleport name is EversongWoods, map is 530, coordinates are 9079.92 -7193.23 55.6013, orientation is 5.94597.
teleport name is ExcavationCenter, map is 0, coordinates are -6091.69 -3076.67 242.055, orientation is 1.80555.
teleport name is ExpeditionArmory, map is 530, coordinates are -1384.5 2724.56 -28.568, orientation is 3.37207.
teleport name is ExpeditionPoint, map is 530, coordinates are -671.631 1865.18 66.8961, orientation is 5.49722.
teleport name is Eye, map is 550, coordinates are -10.8021 -1.15045 -2.42833, orientation is 6.22821.
teleport name is EyeOfTheStorm, map is 566, coordinates are 2167.44 1564.11 1159.35, orientation is 0.254382.
teleport name is EyeOfTheStormAlliance, map is 566, coordinates are 2487.72 1609.12 1224.64, orientation is 3.35671.
teleport name is EyeOfTheStormHorde, map is 566, coordinates are 1843.73 1529.77 1224.43, orientation is 0.297579.
teleport name is FairbreezeVillage, map is 530, coordinates are 8714.14 -6650.33 72.7517, orientation is 2.39205.
teleport name is FairbridgeStrand, map is 530, coordinates are -2906.3 -12222.4 17.3124, orientation is 4.94957.
teleport name is FalconWatch, map is 530, coordinates are -600.782 4100.1 90.5571, orientation is 0.207697.
teleport name is FalconwingSquare, map is 530, coordinates are 9514.33 -6822.1 16.4907, orientation is 1.60979.
teleport name is FaldirsCove, map is 0, coordinates are -2074.65 -2113.64 15.3642, orientation is 1.55343.
teleport name is FalfarrenRiver, map is 1, coordinates are 2666.18 -2545.89 173.4, orientation is 1.26906.
teleport name is FallenSkyLake, map is 1, coordinates are 1486.96 -2181.85 90.2204, orientation is 0.965078.
teleport name is FallenSkyRidge, map is 530, coordinates are 126.53 4847.85 74.3962, orientation is 3.65942.
teleport name is FallowSanctuary, map is 0, coordinates are -9985.94 -3594.22 21.6782, orientation is 5.47218.
teleport name is FalthrienAcademy, map is 530, coordinates are 10158.8 -6001.84 110.154, orientation is 3.59136.
teleport name is FargodeepMine, map is 0, coordinates are -9870.52 212.959 14.0087, orientation is 5.95753.
teleport name is farstriderEnclave, map is 530, coordinates are 7544.57 -7667.85 151.258, orientation is 6.22794.
teleport name is FarstriderLodge, map is 0, coordinates are -5657.29 -4278.25 407.823, orientation is 2.08396.
teleport name is FarstriderRetreat, map is 530, coordinates are 9041.51 -7456.05 83.385, orientation is 3.11721.
teleport name is FarstridersSquare, map is 530, coordinates are 9850.54 -7396.79 13.6387, orientation is 0.894016.
teleport name is FarWatchPost, map is 1, coordinates are 276.636 -3689.5 27.8892, orientation is 1.64403.
teleport name is FearScarVale, map is 1, coordinates are -4985.61 1590.89 63.7734, orientation is 1.179.
teleport name is FeatherbeardsHovel, map is 0, coordinates are 82.3052 -2086.59 112.764, orientation is 3.16252.
teleport name is FeathermoonStronghold, map is 1, coordinates are -4317.47 3287.35 18.2864, orientation is 3.12825.
teleport name is FelfireHill, map is 1, coordinates are 2038.72 -2981.96 105.815, orientation is 4.69104.
teleport name is FelpawVillage, map is 1, coordinates are 6851.06 -1912.89 550.904, orientation is 3.00564.
teleport name is FelRock, map is 1, coordinates are 10041.9 1031.59 1329.46, orientation is 0.24968.
teleport name is FelstoneField, map is 0, coordinates are 1776.93 -1179.19 59.4284, orientation is 3.30669.
teleport name is Felwood, map is 1, coordinates are 4102.25 -1006.79 272.717, orientation is 0.790048.
teleport name is FenrisIsle, map is 0, coordinates are 998.173 736.541 59.2738, orientation is 6.16398.
teleport name is Feralas, map is 1, coordinates are -4841.19 1309.44 81.3937, orientation is 1.48501.
teleport name is FeralfenVillage, map is 530, coordinates are -110.357 7115.07 18.8779, orientation is 3.49689.
teleport name is FethsWay, map is 530, coordinates are 9889.14 -6647.39 10.5165, orientation is 5.79591.
teleport name is FieldOfGiants, map is 1, coordinates are -3125.88 -2224.59 91.9413, orientation is 3.27842.
teleport name is FirePlumeRidge, map is 1, coordinates are -7236.79 -1417.51 -231.997, orientation is 0.628312.
teleport name is FireScarShrine, map is 1, coordinates are 2221.45 197.106 131.234, orientation is 1.51093.
teleport name is FirewachtRidge, map is 0, coordinates are -6652.97 -832.567 244.531, orientation is 1.11634.
teleport name is FirewingPoint, map is 530, coordinates are -2345.07 3253.53 -3.37535, orientation is 4.84822.
teleport name is FlameCrest, map is 0, coordinates are -7501.51 -2183.08 165.926, orientation is 6.07144.
teleport name is ForestsEdge, map is 0, coordinates are -9700.27 812.057 27.2225, orientation is 5.46273.
teleport name is ForestSong, map is 1, coordinates are 3011.16 -3359.08 147.96, orientation is 2.42202.
teleport name is ForgeBaseGehenna, map is 530, coordinates are 4742.7 3356.29 200.155, orientation is 4.89556.
teleport name is ForgeBaseOblivion, map is 530, coordinates are 4444.94 3415.77 165.925, orientation is 5.6074.
teleport name is ForgeCampAnger, map is 530, coordinates are 2940.65 4802.15 283.677, orientation is 1.47618.
teleport name is ForgeCampFear, map is 530, coordinates are -1840.08 9236.04 71.6117, orientation is 5.15551.
teleport name is ForgeCampHate, map is 530, coordinates are -1275.81 8895.8 57.4377, orientation is 2.96739.
teleport name is ForgeCampMageddon, map is 530, coordinates are 392.203 2195.63 118.621, orientation is 5.07233.
teleport name is ForgeCampRage, map is 530, coordinates are 353.575 2497.05 158.244, orientation is 6.02265.
teleport name is ForgeCampTerror, map is 530, coordinates are 1540.72 7281.82 364.469, orientation is 3.39479.
teleport name is ForgeCampWrath, map is 530, coordinates are 2910.37 6984.92 365.438, orientation is 2.81124.
teleport name is ForlornRidge, map is 1, coordinates are 2750.63 -4597.28 183.965, orientation is 1.62173.
teleport name is FrayfeatherHighlands, map is 1, coordinates are -5661.05 1667.52 87.9256, orientation is 5.3848.
teleport name is FreewindPost, map is 1, coordinates are -5431.78 -2449.38 89.2848, orientation is 2.32854.
teleport name is FrostfireHotSprings, map is 1, coordinates are 6812.06 -2425.9 552.871, orientation is 4.37848.
teleport name is FrostmaneHold, map is 0, coordinates are -5542.53 501.507 387.248, orientation is 2.21198.
teleport name is FrostsaberRock, map is 1, coordinates are 8091.41 -3882.58 696.668, orientation is 2.18722.
teleport name is FrostwhisperGorge, map is 1, coordinates are 5259.73 -4781.05 690.81, orientation is 4.5269.
teleport name is FungalRock, map is 1, coordinates are -6376.41 -1810.71 -263.646, orientation is 4.96999.
teleport name is FunggorCavern, map is 530, coordinates are -1125.17 5712.53 58.7895, orientation is 2.46015.
teleport name is FurlbrowsPumpkinFarm, map is 0, coordinates are -9925.14 1239.35 42.3457, orientation is 0.815598.
teleport name is FurywingsPerch, map is 530, coordinates are 3875.48 5223.77 270.997, orientation is 0.390741.
teleport name is Gadgetzan, map is 1, coordinates are -7177.15 -3785.34 8.36981, orientation is 6.10237.
teleport name is GahrronsWithering, map is 0, coordinates are 1723.05 -2292.37 58.9754, orientation is 2.73335.
teleport name is GallowsCorner, map is 0, coordinates are 450.999 -627.906 167.189, orientation is 1.86114.
teleport name is Garadar, map is 530, coordinates are -1321.34 7239.12 32.7371, orientation is 4.04169.
teleport name is GarrensHaunt, map is 0, coordinates are 2789.48 366.372 24.4196, orientation is 5.13839.
teleport name is GarrisonArmory, map is 0, coordinates are -10902.7 -3179.32 49.0836, orientation is 0.042708.
teleport name is GateOfAhnQiraj, map is 1, coordinates are -8255.03 1484.42 4.87199, orientation is 3.44005.
teleport name is GateOfIronforge, map is 0, coordinates are -5040.5 -814.817 495.128, orientation is 5.49652.
teleport name is GatesOfAhnQiraj, map is 1, coordinates are -8216.06 1536.36 1.30797, orientation is 3.0826.
teleport name is GavinsNaze, map is 0, coordinates are -55.4571 -103.292 132.406, orientation is 5.47787.
teleport name is GeezlesCamp, map is 530, coordinates are -4615.2 -12917.5 9.74236, orientation is 3.88613.
teleport name is GelkisVillage, map is 1, coordinates are -2182.62 2534.41 71.9615, orientation is 2.22408.
teleport name is Ghostlands, map is 530, coordinates are 7360.86 -6803.3 44.2942, orientation is 5.83679.
teleport name is GhostWalkerPost, map is 1, coordinates are -1224.46 1728.53 90.0592, orientation is 0.831707.
teleport name is GMIsland, map is 1, coordinates are 16226.2 16257 13.2022, orientation is 1.65007.
teleport name is GnarlpineHold, map is 1, coordinates are 9254.93 1636.45 1302.05, orientation is 2.40247.
teleport name is Gnome, map is 90, coordinates are -332.22 -2.28 -150.86, orientation is 2.77.
teleport name is Gnomeregan, map is 0, coordinates are -5163.54 925.423 257.181, orientation is 1.57423.
teleport name is GolakkaHotSprings, map is 1, coordinates are -7258.24 -584.973 -271.642, orientation is 0.734342.
teleport name is GolBolarQuarry, map is 0, coordinates are -5783.67 -1620.21 358.878, orientation is 4.148.
teleport name is GoldCoastQuarry, map is 0, coordinates are -10419.6 1907.61 7.48861, orientation is 2.50341.
teleport name is GoldenboughPass, map is 530, coordinates are 8418.56 -6138.39 58.0933, orientation is 4.69877.
teleport name is GoldenmistVillage, map is 530, coordinates are 7895.49 -6188.39 19.5624, orientation is 2.39911.
teleport name is GoldenStrand, map is 530, coordinates are 8652.87 -5683.02 1.22002, orientation is 4.18198.
teleport name is GoldRoad, map is 1, coordinates are 616.536 -2489.5 94.631, orientation is 4.21857.
teleport name is Goldshire, map is 0, coordinates are -9448.55 68.236 56.3225, orientation is 2.1115.
teleport name is GordunniOutpost, map is 1, coordinates are -3862.64 137.7 123.544, orientation is 6.18747.
teleport name is GorGazOutpost, map is 530, coordinates are -1117.72 3230.8 67.8104, orientation is 3.69003.
teleport name is GoShekFarm, map is 0, coordinates are -1518.71 -3067.96 14.751, orientation is 0.005637.
teleport name is GrangolvarVillage, map is 530, coordinates are -2458.16 4935.8 33.7396, orientation is 0.969919.
teleport name is GreatwoodVale, map is 1, coordinates are 87.2504 -223.637 9.64243, orientation is 4.2607.
teleport name is GreenpawVillage, map is 1, coordinates are 2185.38 -1580.47 85.9111, orientation is 0.829216.
teleport name is GrimBatol, map is 0, coordinates are -4074.39 -3459.53 281.388, orientation is 0.859539.
teleport name is GrimesiltDigSite, map is 0, coordinates are -7011.77 -1729.52 234.099, orientation is 4.78807.
teleport name is GrimtotemCompound, map is 1, coordinates are -4188.75 629.705 70.4892, orientation is 4.89549.
teleport name is GrimtotemPost, map is 1, coordinates are 108.029 -322.863 3.36205, orientation is 4.62591.
teleport name is Grishnath, map is 530, coordinates are 3616.06 6635.92 130.007, orientation is 4.95354.
teleport name is GrizzlepawRidge, map is 0, coordinates are -5728.8 -3113.4 315.857, orientation is 0.804162.
teleport name is GroldomFarm, map is 1, coordinates are 262.459 -3043.31 96.5546, orientation is 0.64736.
teleport name is GromgolBaseCamp, map is 0, coordinates are -12388.9 172.578 2.83358, orientation is 1.91753.
teleport name is GrommashHold, map is 1, coordinates are 1924.94 -4205.16 42.0388, orientation is 1.65038.
teleport name is GrongolbaseCamp, map is 0, coordinates are -12365.7 175.632 2.77714, orientation is 4.9248.
teleport name is GroshgokCompound, map is 0, coordinates are -11108.1 -2326.63 118.375, orientation is 4.28623.
teleport name is GroveOfTheAncients, map is 1, coordinates are 4986.02 92.278 52.7174, orientation is 5.66255.
teleport name is GrowlessCave, map is 0, coordinates are 216.885 -273.27 145.045, orientation is 0.145041.
teleport name is AzjolNerub, map is 571, coordinates are 3677.53 2166.7 35.808, orientation is 2.30108.
teleport name is Gruul, map is 565, coordinates are 62.7842 35.462 -3.9835, orientation is 1.41844.
teleport name is GruulsLair, map is 530, coordinates are 3530.06 5104.08 3.50861, orientation is 5.51117.
teleport name is GurubashiArena, map is 0, coordinates are -13277.4 127.372 26.1418, orientation is 1.11878.
teleport name is GyroPlankBridge, map is 530, coordinates are 3373.87 4296.43 120.293, orientation is 0.2091.
teleport name is HaalEshiGorge, map is 530, coordinates are -1241.9 4096.71 70.6772, orientation is 3.55888.
teleport name is Halaa, map is 530, coordinates are -1563.05 7945.67 -22.5568, orientation is 1.13572.
teleport name is HalaaniBasin, map is 530, coordinates are -1349.94 7925.93 -98.2172, orientation is 2.31159.
teleport name is HaldarrEncampment, map is 1, coordinates are 3280.67 -4322.2 132.301, orientation is 3.1839.
teleport name is HallOfBlackhand, map is 229, coordinates are 78.5083 -225.044 49.839, orientation is 4.67589.
teleport name is HallOfExplorers, map is 0, coordinates are -4675.79 -1256.32 501.993, orientation is 1.974.
teleport name is HallOfLegends, map is 450, coordinates are 221.322 74.4933 25.7195, orientation is 0.484836.
teleport name is HallOfTheBrave, map is 1, coordinates are 1966.24 -4794.55 56.7642, orientation is 6.241.
teleport name is HallOfTheCrafters, map is 70, coordinates are 17.3566 231.68 -31.392, orientation is 0.39445.
teleport name is HallOfTheKeepers, map is 70, coordinates are -226.8 49.09 -46.03, orientation is 1.39.
teleport name is Hammerfall, map is 0, coordinates are -941.007 -3526.66 70.935, orientation is 3.48668.
teleport name is HammertoesDigsite, map is 0, coordinates are -6427.04 -3381.19 229.711, orientation is 4.254.
teleport name is HatchetHills, map is 530, coordinates are 7065.06 -7687.02 113.903, orientation is 5.96904.
teleport name is Hearthglen, map is 0, coordinates are 2793.09 -1621.4 129.333, orientation is 1.98722.
teleport name is HellfireCitadel, map is 530, coordinates are -390.863 3130.64 4.51327, orientation is 0.218692.
teleport name is HellfirePeninsula, map is 530, coordinates are -211.237 4278.54 86.5678, orientation is 4.59776.
teleport name is HellfireRamparts, map is 530, coordinates are -360.671 3071.9 -15.0977, orientation is 1.89389.
teleport name is HelmsBedLake, map is 0, coordinates are -5661.83 -1993.18 396.111, orientation is 0.091415.
teleport name is HeroesVigil, map is 0, coordinates are -9127.98 -1052.89 70.604, orientation is 2.11379.
teleport name is HetaerasClutch, map is 1, coordinates are 3554.3 -6232.61 44.262, orientation is 2.12438.
teleport name is HewnBog, map is 530, coordinates are 1001.29 7586.72 22.1567, orientation is 1.60094.
teleport name is HiddenPath, map is 1, coordinates are -807.114 -4111.26 55.5967, orientation is 4.7919.
teleport name is Highperch, map is 1, coordinates are -4979.56 -969.821 -4.67023, orientation is 1.93765.
teleport name is HighWilderness, map is 1, coordinates are -4610.67 1700.18 114.705, orientation is 3.05218.
teleport name is HillsbradFields, map is 0, coordinates are -510.344 9.53799 50.345, orientation is 1.33728.
teleport name is HillsbradFoothills, map is 0, coordinates are -436.657 -581.254 53.5944, orientation is 1.25917.
teleport name is HiriWatha, map is 0, coordinates are -17.942 -2805.92 122.271, orientation is 2.75175.
teleport name is HiveAshi, map is 1, coordinates are -6661.66 988.222 -14.6814, orientation is 1.34146.
teleport name is HiveRegal, map is 1, coordinates are -7678.21 611.804 -52.124, orientation is 2.91382.
teleport name is HiveZora, map is 1, coordinates are -7152.81 1387.39 2.14026, orientation is 2.78729.
teleport name is HonorHold, map is 530, coordinates are -748.211 2681.52 100.35, orientation is 5.7479.
teleport name is HonorsStand, map is 1, coordinates are -353.057 -1296.11 90.9438, orientation is 4.37878.
teleport name is HowlingZiggurat, map is 530, coordinates are 7225.84 -6628.42 55.2716, orientation is 2.89705.
teleport name is HunterRise, map is 1, coordinates are -1396.43 -115.322 158.935, orientation is 2.92089.
teleport name is HuntressOfTheSun, map is 530, coordinates are 9706.81 -6712.6 0.548797, orientation is 4.38141.
teleport name is HyjalSummit, map is 1, coordinates are -8177.89 -4181.23 -167.552, orientation is 0.913338.
teleport name is IceflowLake, map is 0, coordinates are -5195.11 -3.63924 386.111, orientation is 1.74231.
teleport name is IceThistleHills, map is 1, coordinates are 6153.06 -5050.74 787.233, orientation is 5.86444.
teleport name is IllidariPoint, map is 530, coordinates are -3794.35 2556.02 91.0218, orientation is 1.65971.
teleport name is InsidionsPerch, map is 530, coordinates are 4140.7 5429.55 274.427, orientation is 2.81212.
teleport name is InvasionPointAnnihilator, map is 530, coordinates are 555.59 2804.49 217.804, orientation is 6.20094.
